n,bayes_pA_q95_width,boot_pA_q95_width,bayes_pB_q95_width,boot_pB_q95_width,bayes_pExhaust_q95_width,boot_pExhaust_q95_width,bayes_capture_pA_q95,bayes_capture_pB_q95,bayes_capture_pExhaust_q95,boot_capture_pA_q95,boot_capture_pB_q95,boot_capture_pExhaust_q95
50,0.2360391472353656,0.24,0.24240009214676117,0.24,0.2639831075828093,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2558623480443379,0.28,0.2699550911940169,0.28,0.17421127198311162,0.14049999999999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.17968688283999662,0.18,0.2600842200733162,0.25999999999999995,0.24584269942854686,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1844751796891328,0.18,0.19769307622355192,0.21999999999999997,0.09537968675936684,0.06,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
50,0.24813687878146556,0.26,0.24226792498250335,0.24049999999999955,0.25190132841078916,0.24049999999999955,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25735932727400634,0.28,0.21389357765747716,0.22000000000000003,0.2558009598174318,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.17048945550464695,0.16,0.06454061613832683,0,0.18599898985251762,0.16000000000000003,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.18903120773379262,0.18,0.21712192355896387,0.22000000000000008,0.11894054047003677,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.09819265639236253,0.06,0.208483051599351,0.2,0.22217811895382766,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2158410949291184,0.19999999999999996,0.16856984326615113,0.18000000000000002,0.15125179727341342,0.14,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
50,0.23257274294934016,0.24,0.25134457032342705,0.26,0.267714495422169,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25534858870594396,0.28,0.2038533684043038,0.21999999999999997,0.23198297969212225,0.24000000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26456425216564305,0.28,0.12384511199955246,0.1,0.2616263409421636,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.23632259097724562,0.24,0.14673821851194402,0.14,0.2530795883548971,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2641821817230004,0.28,0.19035846188878322,0.18,0.26898858512548607,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.11978542432429819,0.1,0.13055917224111072,0.14,0.1794531068568359,0.17999999999999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2533717194658078,0.27999999999999997,0.22096751597672976,0.22,0.24717540207833347,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22468032555264644,0.24,0.1796490844479039,0.18,0.2544813064405212,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2719337674992334,0.27999999999999997,0.0988734330949998,0.06,0.2669519452876835,0.28,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,0.26137268178313633,0.26000000000000006,0.2584193185200898,0.24000000000000005,0.12179187600672699,0.1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2528118757189102,0.26,0.2461935944631755,0.26,0.06622169577319878,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.2558559572250839,0.2799999999999999,0.21645304568197674,0.22,0.18110595044570313,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22089210466515208,0.21999999999999997,0.20999281398162334,0.22,0.0974451135899844,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2584202633543279,0.26049999999999995,0.24009833068389463,0.26,0.14080943490069966,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.17890505544576726,0.18,0.2544572552965027,0.26,0.2655018817184485,0.26049999999999957,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.16615254426226614,0.16,0.2564243758110291,0.28,0.2383601635116357,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25964460931325395,0.25999999999999995,0.24399657739968747,0.26,0.17571694778189634,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.14927631746809217,0.14,0.24715115335324578,0.26,0.25509861114969457,0.2605,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2374721978397453,0.24000000000000002,0.2676957368443331,0.2604999999999999,0.19667916660211987,0.18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
50,0.21590283536826907,0.22000000000000003,0.27360322947117993,0.24,0.2327546932476236,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.09290397070710199,0.06,0.25496763497444697,0.28,0.2555725254628253,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.16401072415311369,0.16,0.1832643173307707,0.18,0.22993431121671215,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24344413357769315,0.24049999999999955,0.2647500981372897,0.28,0.16577361459329426,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24149217572757836,0.28,0.2657834346885825,0.27999999999999997,0.13674301238826556,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.07025242335198872,0,0.06230659170824233,0,0.09352150595775821,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
50,0.2656165726262275,0.25999999999999995,0.2557796541680585,0.24000000000000002,0.21580366882055965,0.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.23839653541167516,0.22049999999999947,0.22759330407206463,0.2205,0.06674369644377132,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.25977789463436096,0.27999999999999997,0.23499652089681022,0.24,0.208073036151204,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.12393752755126589,0.1,0.22516279021629296,0.21999999999999997,0.23564994161644548,0.24049999999999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.17480490532550236,0.16,0.20940750443850192,0.20049999999999954,0.25884583542459505,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.18230162651624,0.19999999999999998,0.19320523667272704,0.19999999999999996,0.07144852375429493,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.2593304867731813,0.26049999999999995,0.20973334953974507,0.24000000000000002,0.2260574111778579,0.22000000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1949475024706517,0.2,0.24481537593986552,0.21999999999999997,0.2526052696312782,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24216903432546144,0.26,0.12144429413688082,0.1,0.227475855844655,0.24049999999999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26655369452251154,0.28,0.25506401085910413,0.28,0.22184776438316103,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22841309294633189,0.24,0.26122616363829876,0.27999999999999997,0.25643459416470576,0.26000000000000006,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
50,0.24624793308745516,0.27999999999999997,0.13238402386094494,0.14,0.2513685036458439,0.25999999999999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.13322651626724824,0.12,0.16001760981373633,0.14,0.20414464081472727,0.17999999999999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25013561236963355,0.24,0.17874056062063137,0.16049999999999956,0.18944452113123786,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.06527465158310027,0,0.1124208832212336,0.1,0.12860800190124777,0.09999999999999998,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
50,0.25331861555726853,0.24000000000000002,0.16723875823938586,0.16,0.27103174259665747,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.13597081094684232,0.14,0.18576926984014264,0.14,0.1221826810264544,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25494412418324197,0.24049999999999955,0.24955640581870087,0.26049999999999995,0.21386454358690715,0.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2713333402170437,0.30000000000000004,0.27253042883231743,0.27999999999999997,0.18638839963798642,0.18049999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22718748003807485,0.26,0.2496037816668476,0.2604999999999995,0.19874827255480149,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2506764312684852,0.28,0.16505970832113503,0.16,0.2666547787966539,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2642971502542982,0.26000000000000006,0.2595607826614333,0.25999999999999995,0.1657391647012999,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2629897870556134,0.27999999999999997,0.19875394453035805,0.22000000000000003,0.227777485679686,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.18062913628138005,0.18,0.19629233831900034,0.19999999999999998,0.24118764143361804,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.16824547870428602,0.18000000000000002,0.25563123180928193,0.27999999999999997,0.26453256580535756,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22623473995179172,0.22000000000000003,0.24737143836859843,0.26,0.20007227404350097,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2651047018518314,0.28,0.26245020559156956,0.28,0.06450606499128171,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.21237282442806968,0.2,0.21468865754533828,0.20000000000000007,0.0670001647998873,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.2627168248403374,0.28,0.1203813284512062,0.1,0.25777337355076096,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.11726266214017825,0.1,0.13940521786006022,0.09999999999999998,0.06110952525111417,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.19251331518812229,0.2,0.23040661325428122,0.26,0.25513562119963773,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22883663015677014,0.26,0.26364980997643234,0.26,0.23890396990507748,0.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24408137441730335,0.24,0.26207382759346104,0.27999999999999997,0.22163695081454104,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24115151391404221,0.24000000000000002,0.2398778506246986,0.22099999999999956,0.26095168851642914,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1529369856954957,0.14,0.23186601573431861,0.2404999999999995,0.24490743447319985,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2581448274477285,0.28,0.17702406337221166,0.18,0.24622434899247264,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2593585365240181,0.25999999999999995,0.2638967924266547,0.26,0.17219154407113044,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.17282608751319803,0.18,0.24580694112750745,0.24,0.1897315592087813,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.21199816403775865,0.22,0.2749957350098125,0.28,0.26431816910416056,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.07151685209424126,0,0.2157203780502559,0.20000000000000007,0.21015599046775107,0.2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
50,0.2712946448014331,0.3,0.16376118813952736,0.18000000000000002,0.24959746653288242,0.26049999999999957,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2603350267221821,0.26,0.1214585517372472,0.1,0.26841212637644274,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.20829626389714018,0.22000000000000003,0.11802692322401095,0.1,0.22802116998593547,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.205952788034999,0.21999999999999997,0.06559557769338491,0,0.20982925936155838,0.22000000000000008,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.2692051951690251,0.28,0.16918026189484942,0.18000000000000002,0.27515882142357956,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.19385637338143458,0.21999999999999997,0.17747371410424218,0.18,0.23461770787660596,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2602377110222059,0.2604999999999995,0.23038843538203108,0.24000000000000002,0.15151154059644031,0.18000000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.16981439486802247,0.16,0.26094616489136563,0.27999999999999997,0.24182698271664466,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2350106791994878,0.24000000000000002,0.26715584676414816,0.26,0.22597183811340096,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24584379951801966,0.2605,0.1400493448034013,0.14,0.2587852934959031,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.268185087274025,0.25999999999999995,0.1218128980605039,0.1,0.26175310220217046,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2514819695863192,0.28,0.20965062773481408,0.24000000000000002,0.19552304893429623,0.19999999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.18639383527491823,0.22000000000000003,0.26772411660798023,0.27999999999999997,0.24250536597627528,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.261124856336337,0.28,0.22715185025718185,0.24,0.19016486216951106,0.19999999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.23714216263603227,0.24,0.17050488861667387,0.16,0.21501159553724336,0.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22447905022604378,0.26,0.21793115967607246,0.26,0.06778946964955042,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.23440298262738146,0.24000000000000002,0.21795164908058828,0.24000000000000002,0.2707484196284557,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2028221349753706,0.2,0.25605497472639277,0.26,0.21191019308610315,0.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.18456947205592542,0.19999999999999998,0.26112673448528695,0.27999999999999997,0.2641493863405363,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.12087290284497977,0.1,0.20200008462243357,0.17999999999999994,0.17651509913064525,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1796938075637285,0.18,0.23282555349754835,0.22,0.2624426962851479,0.28,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
50,0.225403942569271,0.21999999999999997,0.2434927326639743,0.24049999999999994,0.1182654923168437,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2541717223580884,0.27999999999999997,0.1863935046236871,0.18,0.21606882416444725,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.14843834948021994,0.14,0.2737295797968927,0.2804999999999996,0.25972106485297775,0.26049999999999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22925909865392835,0.26,0.24998924656718807,0.28,0.25128132543950155,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.15736226318202592,0.16,0.25626894257677163,0.28,0.2570383999591355,0.26049999999999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2484303260529775,0.26,0.2614901072817913,0.28,0.20369917514194757,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2377386973362966,0.26,0.253926355978247,0.2405,0.26158801712783963,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26021034840463114,0.27999999999999997,0.2561488038352414,0.27999999999999997,0.13544841794920634,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.21315189548104216,0.22000000000000003,0.16655474522397207,0.16,0.24727662889946167,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.21347176452856997,0.22,0.2550806707740284,0.24,0.27940115605969884,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25926783411397347,0.24,0.13745465557004805,0.14,0.2465237432506551,0.27999999999999997,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,0.20091335683789832,0.20049999999999957,0.14462662291739314,0.14,0.22770739034051302,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.07253721875671623,0,0.1355453917315531,0.09999999999999998,0.11417317001409749,0.1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
50,0.1987796268593841,0.2,0.27268308751920617,0.27999999999999997,0.258273431091044,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.15139932191053487,0.14,0.20566504864879842,0.21999999999999997,0.14986676540226532,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25529099209318235,0.27999999999999997,0.2538926353174857,0.28,0.1349366759281248,0.12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2720258958806627,0.26,0.2787546965478391,0.27999999999999997,0.1178226714351525,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2361570601488936,0.26,0.1962188656186176,0.1805,0.25839877030205927,0.27999999999999997,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
50,0.20766359974102286,0.24,0.2593943721967154,0.25999999999999995,0.259388210589691,0.2604999999999995,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
50,0.21847367710027135,0.21999999999999997,0.2308417829738476,0.21999999999999997,0.0681494199814055,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.25526927981895137,0.27999999999999997,0.25252488782040405,0.27999999999999997,0.15467847572127658,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2745715673683613,0.27999999999999997,0.2771412997039148,0.3,0.11887186855795687,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.09315027493671657,0.06,0.24451946103531746,0.27999999999999997,0.2558358856794562,0.28,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
50,0.2592107551970391,0.28,0.2544658356424931,0.27999999999999997,0.19537814896838723,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.09692822410856944,0.06,0.24709741270750568,0.27999999999999997,0.2538925620357746,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24180715005987533,0.28,0.15502636109191362,0.14,0.27418018674747735,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.20629928318994822,0.2,0.24347378749857285,0.24,0.16164697372005635,0.18000000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25589704458148027,0.25999999999999995,0.24803435661005693,0.26,0.13390215420774848,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.2684369083738652,0.26,0.177123757489632,0.18,0.27227401055778855,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24946099029062144,0.26,0.1760553142969945,0.18000000000000002,0.25483748524915056,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.20659893083674893,0.22,0.23284268715533452,0.26,0.15424219419210716,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.21617190068717917,0.21999999999999997,0.18217309811160223,0.18,0.1438292778559826,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2156391826951357,0.21999999999999997,0.13231904515893114,0.14,0.19577998016420745,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.11951704123951992,0.1,0.25496936470078446,0.26,0.25826786827833526,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.23197482902052236,0.24,0.0664382217623863,0,0.2276876393417798,0.24,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.19634212826230485,0.22000000000000003,0.2511290227794186,0.27999999999999997,0.2296869559678537,0.24049999999999958,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2506981761612759,0.24,0.25315673099010527,0.26049999999999957,0.2590518679874564,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26515842807416945,0.26,0.22158109475822274,0.19999999999999998,0.18667143703297923,0.19999999999999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26912586234605185,0.27999999999999997,0.1497837739243475,0.14,0.2754431470683049,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.23891281274837614,0.24,0.2143207198942969,0.22,0.2617708395929256,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24850150822250894,0.26,0.16063186615443922,0.16,0.21331668272501964,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.20312910022853042,0.2005,0.13954843494437752,0.12,0.22197288963435613,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.13923433689123468,0.14,0.23293743813388723,0.24,0.20682435077745304,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2110813743075613,0.24,0.2603080925151751,0.2804999999999995,0.21595439737108413,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2456837109862703,0.24,0.12122285872911087,0.1,0.2200795724554566,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.14197206809771556,0.14,0.23867307957606787,0.24,0.1962567239499481,0.21999999999999997,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
50,0.23564048471843677,0.26,0.2663506803321347,0.27999999999999997,0.18102281793864947,0.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2604111357920536,0.27999999999999997,0.20501320827613295,0.21999999999999997,0.2588562311132385,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2468393747339005,0.28,0.17119509053831483,0.16,0.25924454855821294,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26532143344141224,0.27999999999999997,0.2505900407948777,0.28,0.20621475854348742,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.18718672381912066,0.18,0.06940336706776623,0,0.19335895163056183,0.17999999999999994,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.06573170466824402,0,0.24083607929726136,0.2599999999999999,0.2451059052920549,0.26,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
50,0.13454213169360646,0.14,0.19639465843095613,0.18,0.21772255358386816,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2595316981016208,0.26,0.22619658607972115,0.22,0.2047963518272529,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.20796512741098513,0.20049999999999954,0.15942683520426326,0.14,0.24073021532520755,0.2404999999999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1918993903421359,0.2,0.2580483192846071,0.26,0.25972565916200785,0.2604999999999999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24286013692937147,0.24,0.14526596762541838,0.14,0.21222496995046675,0.22049999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.259730402377688,0.24049999999999955,0.20316106490445124,0.22000000000000003,0.2657255947769022,0.26049999999999945,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24857108391769162,0.26,0.06743349626043446,0,0.2532277016362447,0.26,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
50,0.22631675844142618,0.22000000000000003,0.2662761440227331,0.28,0.19329199830240026,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2474118083872986,0.28,0.24386201864663012,0.26,0.1133362822887943,0.1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
50,0.1631826015029863,0.18000000000000002,0.11605298183406133,0.1,0.1939624961640113,0.17999999999999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2475973648062742,0.25999999999999995,0.1261246176352809,0.1,0.24989536538271873,0.28,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.2545695393274626,0.26,0.15411680021537383,0.14,0.23934265198144938,0.24000000000000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2610729313124772,0.28,0.14369704765858407,0.14,0.27055924291124933,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.20882636435856444,0.21999999999999997,0.26751026134539685,0.28,0.25495935090162153,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2660278713537833,0.25999999999999995,0.20413794578186442,0.2,0.23456315746874928,0.24000000000000002,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
50,0.22083142555735125,0.24000000000000002,0.26218196499105617,0.27999999999999997,0.24941659505665725,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24032546328524435,0.26000000000000006,0.22534794684085865,0.26,0.16048992388880587,0.18000000000000002,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
50,0.22716427479951604,0.24,0.14686973232436923,0.14,0.2372137063176235,0.24050000000000005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.24400399266752926,0.27999999999999997,0.18021114612939176,0.18,0.2556821319266145,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.26611494044563394,0.27999999999999997,0.2605548536863979,0.28,0.12088186488817614,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.21679834361361827,0.21999999999999997,0.15426266888197512,0.14,0.18980678503628068,0.18049999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.22957978102689824,0.26,0.17234590505746147,0.18,0.19349435972653944,0.22000000000000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1663767783446383,0.18000000000000002,0.24966631688548582,0.26,0.2677418622791451,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.259832063916232,0.26049999999999945,0.13522952627488785,0.14,0.2532233995017509,0.26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2602089011603719,0.27999999999999997,0.25129178321571954,0.27999999999999997,0.15496462747886117,0.14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.1909413546705005,0.2,0.20861745027793277,0.19999999999999996,0.06745958315288568,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
50,0.11865577749816847,0.1,0.25737122571237137,0.24,0.23322825999584754,0.21999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25608051561384526,0.27999999999999997,0.21200011228129334,0.22,0.2386211522184628,0.27999999999999997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25988566920652384,0.27999999999999997,0.2297103267629138,0.22049999999999997,0.2340114700706931,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.25325129106002847,0.24049999999999955,0.2690603444374175,0.28,0.21942355805940336,0.22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.06628329603948646,0,0.2689385225774643,0.27999999999999997,0.2687906477621367,0.28,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
50,0.2124542727837247,0.22,0.11519697447125422,0.1,0.23231460185939923,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,0.2174501421730276,0.21999999999999997,0.21165733903643708,0.21999999999999997,0.09783850135107192,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
